code,county,name,type,district,city,enrollment,pbe_pct,exempt,med_exempt,rel_exempt
6002455,ALAMEDA,WASHINGTON ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,47,0,0,0,0
6002463,ALAMEDA,WILSON ELEMENTARY,PUBLIC,SAN LEANDRO UNIFIED,SAN LEANDRO,108,1,0.93,0,0.93
6002521,ALAMEDA,COLONIAL ACRES ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,137,0,0,0,0
6002653,ALAMEDA,LORENZO MANOR ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,HAYWARD,122,2,2.46,0,0
6002539,ALAMEDA,CORVALLIS ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,96,0,0,0,0
6002620,ALAMEDA,HILLSIDE ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,SAN LEANDRO,107,1,0.93,0,0
6002505,ALAMEDA,BAY ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,94,0,0,0,0
6002547,ALAMEDA,DAYTON ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,95,3,3.16,0,0
6002554,ALAMEDA,DEL REY ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,102,0,0,0,0
6002604,ALAMEDA,GRANT ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,89,1,1.12,0,1.12
6002612,ALAMEDA,HESPERIAN ELEMENTARY,PUBLIC,SAN LORENZO UNIFIED,SAN LORENZO,138,1,0.72,0,0
6002711,ALAMEDA,SUNOL GLEN ELEMENTARY,PUBLIC,SUNOL GLEN UNIFIED,SUNOL,34,3,2.94,2.94,0
6204697,ALAMEDA,CHINESE CHRISTIAN SCHOOLS‰ÛÒALAMEDA,PRIVATE,NA,ALAMEDA,22,0,0,0,0
6922470,ALAMEDA,RISING STAR MONTESSORI SCHOOL,PRIVATE,NA,ALAMEDA,15,7,6.67,6.67,0
6965891,ALAMEDA,ST. JOSEPH ELEMENTARY,PRIVATE,NA,ALAMEDA,21,5,4.76,0,0
6973077,ALAMEDA,ST. PHILIP NERI ELEMENTARY,PRIVATE,NA,ALAMEDA,23,0,0,0,0
6135743,ALAMEDA,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,PRIVATE,NA,BERKELEY,18,0,0,0,0
6142236,ALAMEDA,BERKELEY ROSE SCHOOL,PRIVATE,NA,BERKELEY,23,87,86.96,0,0
6972723,ALAMEDA,BERKWOOD HEDGE,PRIVATE,NA,BERKELEY,17,12,11.76,0,11.76
6900757,ALAMEDA,ECOLE BILINGUE DE BERKELEY,PRIVATE,NA,BERKELEY,68,12,11.76,0,0
6973085,ALAMEDA,SCHOOL OF THE MADELEINE,PRIVATE,NA,BERKELEY,31,0,0,0,0
6967442,ALAMEDA,THE BERKELEY SCHOOL,PRIVATE,NA,BERKELEY,18,6,5.56,0,0
6994651,ALAMEDA,WALDEN CENTER AND SCHOOL,PRIVATE,NA,BERKELEY,11,9,9.09,0,0
6970651,ALAMEDA,OUR LADY OF GRACE SCHOOL,PRIVATE,NA,CASTRO VALLEY,38,0,0,0,0
6913131,ALAMEDA,REDWOOD CHRISTIAN ELEMENTARY,PRIVATE,NA,CASTRO VALLEY,46,0,0,0,0
7103989,ALAMEDA,QUARRY LANE SCHOOL  THE,PRIVATE,NA,DUBLIN,43,2,2.33,0,0
7012222,ALAMEDA,ST. RAYMOND,PRIVATE,NA,DUBLIN,35,0,0,0,0
6972657,ALAMEDA,VALLEY CHRISTIAN ELEMENTARY SCHOOL,PRIVATE,NA,DUBLIN,29,0,0,0,0
6909840,ALAMEDA,FREMONT CHRISTIAN SCHOOL,PRIVATE,NA,FREMONT,61,3,3.28,0,0
6972731,ALAMEDA,HOLY SPIRIT ELEMENTARY,PRIVATE,NA,FREMONT,36,0,0,0,0
6140461,ALAMEDA,ILM ACADEMY,PRIVATE,NA,FREMONT,19,0,0,0,0
6922389,ALAMEDA,KIMBER HILLS ACADEMY,PRIVATE,NA,FREMONT,31,6,6.45,0,0
6970628,ALAMEDA,OUR LADY OF GUADALUPE,PRIVATE,NA,FREMONT,23,0,0,0,0
7100902,ALAMEDA,PEACE TERRACE ACADEMY,PRIVATE,NA,FREMONT,18,6,5.56,0,5.56
6967483,ALAMEDA,PRINCE OF PEACE LUTHERAN SCHOOL,PRIVATE,NA,FREMONT,40,0,0,0,0
6132872,ALAMEDA,SCRIBBLES MONTESSORI SCHOOL,PRIVATE,NA,FREMONT,10,0,0,0,0
6972996,ALAMEDA,ST. JOSEPH ELEMENTARY,PRIVATE,NA,FREMONT,18,0,0,0,0
6141923,ALAMEDA,STRATFORD SCHOOL,PRIVATE,NA,FREMONT,59,2,1.69,0,0
6206023,ALAMEDA,STRATFORD SCHOOL,PRIVATE,NA,FREMONT,40,3,2.5,0,0
6965909,ALAMEDA,ALL SAINTS CATHOLIC SCHOOL,PRIVATE,NA,HAYWARD,26,0,0,0,0
7003304,ALAMEDA,LEA'S CHRISTIAN,PRIVATE,NA,HAYWARD,13,0,0,0,0
7103286,ALAMEDA,MONTESSORI CHILDREN'S HOUSE OF HAYWARD,PRIVATE,NA,HAYWARD,18,0,0,0,0
6965917,ALAMEDA,SAINT CLEMENT CATHOLIC SCHOOL,PRIVATE,NA,HAYWARD,28,0,0,0,0
6972970,ALAMEDA,ST. JOACHIM'S ELEMENTARY,PRIVATE,NA,HAYWARD,36,0,0,0,0
6995583,ALAMEDA,OUR SAVIOR LUTHERAN,PRIVATE,NA,LIVERMORE,26,12,11.54,0,0
6967525,ALAMEDA,ST. MICHAEL ELEMENTARY,PRIVATE,NA,LIVERMORE,14,0,0,0,0
6900773,ALAMEDA,VALLEY MONTESSORI SCHOOL,PRIVATE,NA,LIVERMORE,28,0,0,0,0
7091234,ALAMEDA,CHALLENGER - NEWARK,PRIVATE,NA,NEWARK,60,0,0,0,0
7055411,ALAMEDA,CHALLENGER‰ÛÒARDENWOOD,PRIVATE,NA,NEWARK,113,1,0.88,0.88,0
6972921,ALAMEDA,ST. EDWARD PARISH,PRIVATE,NA,NEWARK,18,0,0,0,0
7082266,ALAMEDA,ACTS CHRISTIAN ACADEMY,PRIVATE,NA,OAKLAND,21,0,0,0,0
7071632,ALAMEDA,AURORA SCHOOL,PRIVATE,NA,OAKLAND,11,0,0,0,0
6967475,ALAMEDA,BENTLEY,PRIVATE,NA,OAKLAND,36,6,5.56,0,0
7095292,ALAMEDA,DR. HERBERT GUICE CHRISTIAN ACADEMY,PRIVATE,NA,OAKLAND,13,0,0,0,0
6138184,ALAMEDA,ESCUELA BILINGÌÏE INTERNACIONAL,PRIVATE,NA,OAKLAND,50,6,6,2,0
7083397,ALAMEDA,GROWING LIGHT MONTESSORI,PRIVATE,NA,OAKLAND,23,4,4.35,0,0
6932925,ALAMEDA,HEAD-ROYCE SCHOOL,PRIVATE,NA,OAKLAND,38,3,2.63,0,0
7072606,ALAMEDA,ILE OMODE,PRIVATE,NA,OAKLAND,11,9,9.09,0,9.09
6906549,ALAMEDA,MILLS COLLEGE CHILDREN'S SCHOOL,PRIVATE,NA,OAKLAND,21,0,0,0,0
7054018,ALAMEDA,NORTHERN LIGHT SCHOOL,PRIVATE,NA,OAKLAND,17,0,0,0,0
6998470,ALAMEDA,PARK DAY,PRIVATE,NA,OAKLAND,26,4,3.85,0,0
6933022,ALAMEDA,PATTEN ACADEMY OF CHRISTIAN EDUCATION,PRIVATE,NA,OAKLAND,15,0,0,0,0
6995542,ALAMEDA,REDWOOD DAY SCHOOL,PRIVATE,NA,OAKLAND,30,10,10,0,0
6972962,ALAMEDA,SAINT JARLATH SCHOOL,PRIVATE,NA,OAKLAND,12,0,0,0,0
6973010,ALAMEDA,SAINT LEO THE GREAT SCHOOL,PRIVATE,NA,OAKLAND,25,0,0,0,0
6994107,ALAMEDA,SAINT VINCENT'S DAY HOME  INC.,PRIVATE,NA,OAKLAND,30,0,0,0,0
6967517,ALAMEDA,ST. ANTHONY SCHOOL,PRIVATE,NA,OAKLAND,24,0,0,0,0
6972939,ALAMEDA,ST. ELIZABETH ELEMENTARY,PRIVATE,NA,OAKLAND,24,0,0,0,0
6967491,ALAMEDA,ST. MARTIN DE PORRES,PRIVATE,NA,OAKLAND,27,0,0,0,0
6960694,ALAMEDA,ST. PAUL'S EPISCOPAL,PRIVATE,NA,OAKLAND,30,0,0,0,0
6967533,ALAMEDA,ST. THERESA SCHOOL,PRIVATE,NA,OAKLAND,19,0,0,0,0
6203814,ALAMEDA,STARLITE SCHOOL,PRIVATE,NA,OAKLAND,16,0,0,0,0
6972632,ALAMEDA,CORPUS CHRISTI ELEMENTARY,PRIVATE,NA,PIEDMONT,31,0,0,0,0
6143788,ALAMEDA,STRATFORD SCHOOL,PRIVATE,NA,PLEASANTON,106,1,0.94,0,0
7777777,ALAMEDA,TEST KINDERGARTEN,PRIVATE,NA,RICHMOND,11,27,27.27,9.09,9.09
6932800,ALAMEDA,CHINESE CHRISTIAN SCHOOLS‰ÛÒSAN LEANDRO,PRIVATE,NA,SAN LEANDRO,30,0,0,0,0
7072317,ALAMEDA,PRINCIPLED ACADEMY  THE,PRIVATE,NA,SAN LEANDRO,11,18,18.18,0,0
6972947,ALAMEDA,ST. FELICITAS CATHOLIC SCHOOL,PRIVATE,NA,SAN LEANDRO,31,0,0,0,0
6970636,ALAMEDA,ST. LEANDER,PRIVATE,NA,SAN LEANDRO,27,0,0,0,0
6970602,ALAMEDA,ST. JOHN ELEMENTARY,PRIVATE,NA,SAN LORENZO,21,0,0,0,0
6138648,ALAMEDA,MISSION HILLS MIDDLE SCHOOL,PRIVATE,NA,UNION CITY,106,3,2.83,0,2.83
6200877,ALAMEDA,NORTHSTAR SCHOOL,PRIVATE,NA,UNION CITY,17,0,0,0,0
6977862,ALAMEDA,OUR LADY OF THE ROSARY,PRIVATE,NA,UNION CITY,12,0,0,0,0
6002810,AMADOR,IONE ELEMENTARY,PUBLIC,AMADOR COUNTY UNIFIED,IONE,60,2,1.67,0,0
6002828,AMADOR,JACKSON ELEMENTARY,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,88,3,3.41,0,0
6002844,AMADOR,PINE GROVE ELEMENTARY STEM MAGNET,PUBLIC,AMADOR COUNTY UNIFIED,JACKSON,26,12,11.54,0,0
6002851,AMADOR,PIONEER ELEMENTARY,PUBLIC,AMADOR COUNTY UNIFIED,PIONEER,28,0,0,0,0
6002869,AMADOR,PLYMOUTH ELEMENTARY,PUBLIC,AMADOR COUNTY UNIFIED,PLYMOUTH,27,0,0,0,0
6002877,AMADOR,SUTTER CREEK ELEMENTARY,PUBLIC,AMADOR COUNTY UNIFIED,SUTTER CREEK,37,0,0,0,0
6002919,BUTTE,BANGOR ELEMENTARY,PUBLIC,BANGOR UNION ELEMENTARY,BANGOR,11,0,0,0,0
6002943,BUTTE,BIGGS ELEMENTARY,PUBLIC,BIGGS UNIFIED,BIGGS,48,4,4.17,0,4.17
114991,BUTTE,CORE BUTTE CHARTER,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,46,65,65.22,0,15.22
430090,BUTTE,LEARNING COMMUNITY CHARTER SCHOOL,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,CHICO,14,14,14.29,14.29,0
6069256,BUTTE,BUTTE COUNTY SPECIAL EDUCATION,PUBLIC,BUTTE COUNTY OFFICE OF EDUCATION,OROVILLE,10,0,0,0,0
6119523,BUTTE,BLUE OAK CHARTER,PUBLIC,CHICO UNIFIED,CHICO,63,25,25.4,1.59,0
6002968,BUTTE,CHAPMAN ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,60,7,6.67,1.67,0
6113773,BUTTE,CHICO COUNTRY DAY,PUBLIC,CHICO UNIFIED,CHICO,62,8,8.06,0,0
6002976,BUTTE,CITRUS AVENUE ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,70,4,4.29,0,0
6111116,BUTTE,EMMA WILSON ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,104,4,3.85,0,0
6003008,BUTTE,HOOKER OAK ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,61,7,6.56,3.28,0
6109722,BUTTE,LITTLE CHICO CREEK ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,83,2,2.41,0,1.2
430215,BUTTE,LOMA VISTA,PUBLIC,CHICO UNIFIED,CHICO,13,0,0,0,0
6003032,BUTTE,MARIGOLD ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,70,10,10,0,0
6003024,BUTTE,MCMANUS -JOHN A.- ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,109,1,0.92,0,0
6003040,BUTTE,NEAL DOW ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,46,0,0,2.17,0
110551,BUTTE,NORD COUNTRY,PUBLIC,CHICO UNIFIED,CHICO,22,5,4.55,0,4.55
6003073,BUTTE,PARKVIEW ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,58,3,3.45,1.72,0
6003081,BUTTE,ROSEDALE ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,94,6,6.38,0,0
6003099,BUTTE,SHASTA ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,89,2,2.25,0,0
121475,BUTTE,SHERWOOD MONTESSORI,PUBLIC,CHICO UNIFIED,CHICO,22,27,27.27,0,13.64
6003107,BUTTE,SIERRA VIEW ELEMENTARY,PUBLIC,CHICO UNIFIED,CHICO,72,3,2.78,1.39,0
123810,BUTTE,WILDFLOWER OPEN CLASSROOM,PUBLIC,CHICO UNIFIED,CHICO,22,36,36.36,4.55,13.64
118042,BUTTE,FOREST RANCH CHARTER,PUBLIC,CHICO UNIFIED,FOREST RANCH,14,29,28.57,7.14,21.43
6003115,BUTTE,DURHAM ELEMENTARY,PUBLIC,DURHAM UNIFIED,DURHAM,65,8,7.69,0,0
6003131,BUTTE,CONCOW ELEMENTARY,PUBLIC,GOLDEN FEATHER UNION ELEMENTARY,OROVILLE,18,6,5.56,0,0
6003156,BUTTE,MCKINLEY ELEMENTARY,PUBLIC,GRIDLEY UNIFIED,GRIDLEY,182,3,2.75,0,0.55
6003198,BUTTE,MANZANITA ELEMENTARY,PUBLIC,MANZANITA ELEMENTARY,GRIDLEY,33,0,0,3.03,0
6003214,BUTTE,BIRD STREET ELEMENTARY,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,26,0,0,0,0
6003255,BUTTE,OAKDALE HEIGHTS ELEMENTARY,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,87,2,2.3,0,0
6003263,BUTTE,OPHIR ELEMENTARY,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,72,6,5.56,0,1.39
6003271,BUTTE,STANFORD AVENUE ELEMENTARY,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,79,0,0,0,0
129577,BUTTE,STREAM CHARTER,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,30,17,16.67,3.33,10
6094957,BUTTE,WYANDOTTE AVENUE ELEMENTARY,PUBLIC,OROVILLE CITY ELEMENTARY,OROVILLE,50,0,0,0,0
6003289,BUTTE,HELEN M. WILCOX ELEMENTARY,PUBLIC,PALERMO UNION ELEMENTARY,OROVILLE,155,2,1.94,0,0
6113526,BUTTE,CEDARWOOD ELEMENTARY,PUBLIC,PARADISE UNIFIED,MAGALIA,45,9,8.89,0,4.44
6105522,BUTTE,PINE RIDGE,PUBLIC,PARADISE UNIFIED,MAGALIA,53,11,11.32,0,1.89
110338,BUTTE,ACHIEVE CHARTER SCHOOL OF PARADISE INC.,PUBLIC,PARADISE UNIFIED,PARADISE,20,0,0,0,0
6113765,BUTTE,CHILDREN'S COMMUNITY CHARTER,PUBLIC,PARADISE UNIFIED,PARADISE,22,14,13.64,0,0
6003313,BUTTE,PARADISE ELEMENTARY,PUBLIC,PARADISE UNIFIED,PARADISE,93,1,1.08,0,0
6003339,BUTTE,PONDEROSA ELEMENTARY,PUBLIC,PARADISE UNIFIED,PARADISE,109,2,1.83,0,0
102327,BUTTE,PLUMAS AVENUE ELEMENTARY,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,79,3,2.53,0,0
6003362,BUTTE,POPLAR AVENUE ELEMENTARY,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,54,0,0,0,0
6003370,BUTTE,SIERRA AVENUE ELEMENTARY,PUBLIC,THERMALITO UNION ELEMENTARY,OROVILLE,82,2,2.44,0,0
6973168,BUTTE,CHICO CHRISTIAN,PRIVATE,NA,CHICO,47,0,0,0,0
6967582,BUTTE,NOTRE DAME SCHOOL,PRIVATE,NA,CHICO,20,10,10,10,5
6906598,BUTTE,OROVILLE CHRISTIAN SCHOOL,PRIVATE,NA,OROVILLE,11,18,18.18,0,0
6973903,BUTTE,PARADISE ADVENTIST ACADEMY,PRIVATE,NA,PARADISE,12,0,0,0,0
530154,CALAVERAS,MOUNTAIN OAKS,PUBLIC,CALAVERAS COUNTY OFFICE OF EDUCATION,SAN ANDREAS,23,43,43.48,0,17.39
6003404,CALAVERAS,MOKELUMNE HILL ELEMENTARY,PUBLIC,CALAVERAS UNIFIED,MOKELUMNE HILL,12,0,0,0,0
6003438,CALAVERAS,SAN ANDREAS ELEMENTARY,PUBLIC,CALAVERAS UNIFIED,SAN ANDREAS,52,10,9.62,0,0
6108518,CALAVERAS,JENNY LIND ELEMENTARY,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,81,5,4.94,0,2.47
6003446,CALAVERAS,VALLEY SPRINGS ELEMENTARY,PUBLIC,CALAVERAS UNIFIED,VALLEY SPRINGS,75,8,8,0,0
6003453,CALAVERAS,WEST POINT ELEMENTARY,PUBLIC,CALAVERAS UNIFIED,WEST POINT,18,6,5.56,0,0
6003461,CALAVERAS,MARK TWAIN ELEMENTARY,PUBLIC,MARK TWAIN UNION ELEMENTARY,ANGELS CAMP,45,7,6.67,0,0
6003388,CALAVERAS,COPPEROPOLIS ELEMENTARY,PUBLIC,MARK TWAIN UNION ELEMENTARY,COPPEROPOLIS,42,2,2.38,0,0
6088975,CALAVERAS,ALBERT A. MICHELSON ELEMENTARY,PUBLIC,VALLECITO UNION,MURPHYS,53,8,7.55,0,0
6003495,COLUSA,JAMES M. BURCHFIELD PRIMARY,PUBLIC,COLUSA UNIFIED,COLUSA,124,1,0.81,0,0
6003503,COLUSA,MAXWELL ELEMENTARY,PUBLIC,MAXWELL UNIFIED,MAXWELL,23,0,0,0,0
6003511,COLUSA,ARBUCKLE ELEMENTARY,PUBLIC,PIERCE JOINT UNIFIED,ARBUCKLE,107,0,0,0,0
6003552,COLUSA,WILLIAMS PRIMARY ELEMENTARY,PUBLIC,WILLIAMS UNIFIED,WILLIAMS,142,1,0.7,0,0
6115703,CONTRA COSTA,ANTIOCH CHARTER ACADEMY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,30,7,6.67,0,0
115063,CONTRA COSTA,ANTIOCH CHARTER ACADEMY II,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,24,4,4.17,0,0
6003578,CONTRA COSTA,BELSHAW ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,75,1,1.33,0,0
106583,CONTRA COSTA,CARMEN DRAGON ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,138,3,2.9,0,2.17
6003594,CONTRA COSTA,FREMONT ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,80,0,0,0,0
6115380,CONTRA COSTA,GRANT ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,72,0,0,0,0
6110514,CONTRA COSTA,JACK LONDON ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,83,2,2.41,0,1.2
6003602,CONTRA COSTA,KIMBALL ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,116,0,0,0,0
6003610,CONTRA COSTA,MARSH ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,112,0,0,0,0
6084941,CONTRA COSTA,MISSION ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,92,0,0,0,0
6108989,CONTRA COSTA,MUIR -JOHN- ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,76,4,3.95,0,0
6003628,CONTRA COSTA,SUTTER ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,85,0,0,0,0
6003636,CONTRA COSTA,TURNER ELEMENTARY,PUBLIC,ANTIOCH UNIFIED,ANTIOCH,172,1,0.58,0,0
113761,CONTRA COSTA,ORCHARD PARK,PUBLIC,ANTIOCH UNIFIED,OAKLEY,82,0,0,1.22,0
6003644,CONTRA COSTA,BRENTWOOD ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,127,3,3.15,0,0
6070981,CONTRA COSTA,GARIN ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,121,1,0.83,0,0
6117410,CONTRA COSTA,LOMA VISTA ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,99,5,5.05,0,0
108019,CONTRA COSTA,MARSH CREEK ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,125,1,0.8,0,0
127464,CONTRA COSTA,MARY CASEY BLACK ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,99,2,2.02,1.01,0
102376,CONTRA COSTA,PIONEER ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,149,2,2.01,0,0
6119754,CONTRA COSTA,R. PAUL KREY ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,126,4,3.97,0.79,0
6109730,CONTRA COSTA,RON NUNN ELEMENTARY,PUBLIC,BRENTWOOD UNION ELEMENTARY,BRENTWOOD,98,1,1.02,0,0
130930,CONTRA COSTA,VISTA OAKS CHARTER,PUBLIC,BYRON UNION ELEMENTARY,BYRON,18,56,55.56,0,50
6101943,CONTRA COSTA,DISCOVERY BAY ELEMENTARY,PUBLIC,BYRON UNION ELEMENTARY,DISCOVERY BAY,60,0,0,0,0
6119838,CONTRA COSTA,TIMBER POINT ELEMENTARY,PUBLIC,BYRON UNION ELEMENTARY,DISCOVERY BAY,90,0,0,0,0
129528,CONTRA COSTA,CALIBER BETA ACADEMY,PUBLIC,CONTRA COSTA COUNTY OFFICE OF EDUCATION,RICHMOND,84,0,0,0,0
6003701,CONTRA COSTA,RODEO HILLS ELEMENTARY,PUBLIC,JOHN SWETT UNIFIED,RODEO,161,0,0,0,0
6003719,CONTRA COSTA,KNIGHTSEN ELEMENTARY,PUBLIC,KNIGHTSEN ELEMENTARY,KNIGHTSEN,54,4,3.7,0,3.7
6003727,CONTRA COSTA,BURTON VALLEY ELEMENTARY,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,128,0,0,0,0
6003743,CONTRA COSTA,HAPPY VALLEY ELEMENTARY,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,103,0,0,0,0
6003750,CONTRA COSTA,LAFAYETTE ELEMENTARY,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,89,2,2.25,0,1.12
6003792,CONTRA COSTA,SPRINGHILL ELEMENTARY,PUBLIC,LAFAYETTE ELEMENTARY,LAFAYETTE,65,2,1.54,0,0
6003826,CONTRA COSTA,JOHN MUIR ELEMENTARY,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,92,5,5.43,0,2.17
6003834,CONTRA COSTA,JOHN SWETT ELEMENTARY,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,96,2,2.08,0,1.04
6003842,CONTRA COSTA,LAS JUNTAS ELEMENTARY,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,70,1,1.43,0,1.43
6003875,CONTRA COSTA,MORELLO PARK ELEMENTARY,PUBLIC,MARTINEZ UNIFIED,MARTINEZ,75,3,2.67,0,2.67
6003909,CONTRA COSTA,CAMINO PABLO ELEMENTARY,PUBLIC,MORAGA ELEMENTARY,MORAGA,68,0,0,1.47,0
6003917,CONTRA COSTA,DONALD L. RHEEM ELEMENTARY,PUBLIC,MORAGA ELEMENTARY,MORAGA,60,5,5,0,1.67
6003933,CONTRA COSTA,LOS PERALES ELEMENTARY,PUBLIC,MORAGA ELEMENTARY,MORAGA,59,0,0,6.78,0
6003974,CONTRA COSTA,BEL AIR ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,BAY POINT,92,0,0,0,0
6096226,CONTRA COSTA,RIO VISTA ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,BAY POINT,96,0,0,0,0
6004295,CONTRA COSTA,SHORE ACRES ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,BAY POINT,104,0,0,0,0
6004188,CONTRA COSTA,MT. DIABLO ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CLAYTON,112,2,1.79,0,0.89
6003958,CONTRA COSTA,AYERS ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,91,4,4.4,0,0
6003982,CONTRA COSTA,CAMBRIDGE ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,124,0,0,0,0
6004048,CONTRA COSTA,EL MONTE ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,118,3,2.54,0.85,0
6004105,CONTRA COSTA,HIGHLANDS ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,116,3,2.59,0,0
6004154,CONTRA COSTA,MEADOW HOMES ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,160,0,0,0.62,0
6004162,CONTRA COSTA,MONTE GARDENS ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,86,0,0,0,0
6004170,CONTRA COSTA,MOUNTAIN VIEW ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,73,0,0,0,0
6004303,CONTRA COSTA,SILVERWOOD ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,87,5,4.6,0,0
6004329,CONTRA COSTA,SUN TERRACE ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,116,0,0,0,0
6004378,CONTRA COSTA,WESTWOOD ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,55,2,1.82,0,0
6004394,CONTRA COSTA,WOODSIDE ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,60,5,5,0,1.67
6004402,CONTRA COSTA,WREN AVENUE ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,112,3,2.68,0.89,0.89
6004410,CONTRA COSTA,YGNACIO VALLEY ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,CONCORD,90,0,0,0,0
6004097,CONTRA COSTA,HIDDEN VALLEY ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,MARTINEZ,173,2,2.31,0,1.16
106088,CONTRA COSTA,DELTA VIEW ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,PITTSBURG,124,1,0.81,0,0.81
6004055,CONTRA COSTA,FAIR OAKS ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,90,4,4.44,0,0
6112395,CONTRA COSTA,GREGORY GARDENS ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,76,1,1.32,0,1.32
6004246,CONTRA COSTA,PLEASANT HILL ELEMENTARY,PUBLIC,MT. DIABLO UNIFIED,PLEASANT HILL,117,3,2.56,0,0
